Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,DOI_Reference,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0173,"3,5,7-Trihydroxy-6-methoxyflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,12305752,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccccc1)O2,HFDPLPWGKGPTJB-UHFFFAOYSA-N,C16H14O6,302.282,1.783699999999999,3,6,96.22,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,22,76.47190000000002,0.7823346567694073,Pass,0,Pass
AFRO-0174,"3,7-Dihydroxy-6-methoxyflavanone",Dracaena steudneri,Dragon tree,Asparagaceae,"Leaves, fruits",Kenya,129650648,COc1cc2c(cc1O)OC(c1ccccc1)C(O)C2=O,GUMFPOIJOXLCLA-UHFFFAOYSA-N,C16H14O5,286.2830000000001,2.0781,2,5,75.99000000000001,2,0,Pass,Antidiabetic,Metabolic targets,10.3390/molecules28207202,2023,Flavanone,Flavonoid,Isolation (Extraction),Leaf isolate.,Verified,0.1875,3,2,21,74.80710000000002,0.8836231167357048,Pass,0,Pass
AFRO-0175,Kaempferol,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C15H10O6,286.239,2.282400000000001,4,6,111.13,1,0,Pass,"α-Amylase and α-Glucosidase inhibition, antidiabetic, antioxidant","Human Pancreatic α-Amylase, α-Glucosidase",10.1016/j.fbio.2023.102861,2023,Flavonoid (Flavonol),Flavonoid,Food Bioscience,Identified in C. papaya leaf extract via LC-MS; demonstrated high binding potential.,Verified,0.0,3,3,21,74.5792,0.5458513994143424,Pass,0,Pass
AFRO-0176,Apigenin,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280443,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C15H10O5,270.24,2.576800000000002,3,5,90.9,1,0,Pass,"α-Amylase and α-Glucosidase inhibition, antidiabetic, antioxidant","Human Pancreatic α-Amylase, α-Glucosidase",10.1016/j.fbio.2023.102861,2023,Flavonoid (Flavone),Flavonoid,Food Bioscience,In silico docking showed strong binding energy (-9.3 to -7.7 kcal/mol).,Verified,0.0,3,3,20,72.9144,0.6318329361180623,Pass,0,Pass
AFRO-0177,Dehydrocarpaine I,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,101306351,CCCC=CC(=O)OC1CCCCCCOC(=O)CC2C(C)CCCC2OC2CCCC(C)C2C1,LMAUYGQIGIDCCR-UHFFFAOYSA-N,C28H48N2O4,490.7250000000003,7.168200000000009,0,5,61.83000000000001,4,1,Pass,"Antidiabetic, hypoglycemic",Pancreatic β-cells,10.31989/bchd.v6i6.1108,2023,Piperidine Alkaloid,Alkaloid,Bioactive Compounds in Health and Disease,Alkaloid derivative in papaya leaf associated with glucose-lowering activity.,Verified,0.8666666666666667,3,0,35,138.877,0.3087401631951643,Pass,3,Fail
AFRO-0178,Rutin (Quercetin-3-O-rutinoside),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.5210000000006,-1.6871,10,16,269.4299999999999,6,3,Fail,"Pancreatic β-cell rejuvenation, antioxidant, antidiabetic","Pancreatic β-cells, Aldose Reductase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Abundant flavonoid glycoside in leaves; rejuvenates pancreatic beta cells.,Verified,0.4444444444444444,5,3,43,140.1960000000002,0.1395178432216246,Fail,3,Fail
AFRO-0179,Clitorin (Kaempferol 3-O-neohesperidoside),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5483200,CC1OC(OC2OCC(O)C(O)C2Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,DRASKKGWMIMUSD-UHFFFAOYSA-N,C27H30O15,564.4960000000005,-0.7535999999999996,8,14,228.97,5,3,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Flavonoid constituent identified in C. papaya leaf.,Verified,0.4230769230769231,5,3,40,132.5244000000001,0.1906440472467724,Fail,3,Fail
AFRO-0180,D-Mannitol,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,6251,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N,C6H14O6,182.172,-3.585399999999998,6,6,121.38,5,1,Pass,"Aldose Reductase inhibitor, antidiabetic potential",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Sugar Alcohol (Polyol),Carbohydrate,Bioactive Compounds in Health and Disease,Identified in leaf extract; targets polyol pathway enzymes.,Verified,1.0,0,0,12,38.19879999999999,0.2612626527203185,Pass,3,Fail
AFRO-0181,Kaempferol 3-O-rutinoside,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318767,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,RTATXGUCZHCSNG-UHFFFAOYSA-N,C27H30O15,594.5220000000005,-1.3927,9,15,249.2,6,3,Fail,"Antidiabetic, antioxidant, α-glucosidase inhibitor","α-Glucosidase, Pancreatic β-cells",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Kaempferol glycoside identified in C. papaya leaf extract.,Verified,0.4444444444444444,5,3,42,138.5312000000002,0.1592907073840895,Fail,3,Fail
AFRO-0182,Isoquercetin (Quercetin 3-O-glucoside),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280804,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,OVSQVDMCBVZWGM-UHFFFAOYSA-N,C21H20O12,464.3790000000001,-0.5388999999999997,8,12,210.51,4,2,Fail,"Antidiabetic, aldose reductase inhibitor, antioxidant","Aldose Reductase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Quercetin glucoside in leaves; displays potent radical scavenging and antidiabetic potential.,Verified,0.2857142857142857,4,3,33,108.9744,0.2288751447852227,Fail,1,Fail
AFRO-0183,Luteolin 7-O-galactoside,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,44258105,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,PEFNSGRTCBGNAN-UHFFFAOYSA-N,C21H20O11,448.3800000000001,-0.2444999999999991,7,11,190.28,4,2,Fail,"Antidiabetic, antioxidant, α-glucosidase inhibitor",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Flavone glycoside present in C. papaya leaves.,Verified,0.2857142857142857,4,3,32,107.3096,0.2606452175948755,Fail,0,Pass
AFRO-0184,Isorhamnetin 3-O-beta-D-glucopyranoside,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318645,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,CQLRUIIRRZYHHS-UHFFFAOYSA-N,C22H22O12,478.4060000000001,-0.2359000000000007,7,12,199.51,5,2,Fail,"Antidiabetic, antioxidant, insulin sensitizer","Glucose uptake, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Isorhamnetin derivative in C. papaya leaves.,Verified,0.3181818181818182,4,3,34,113.8616,0.2543131326886132,Fail,0,Pass
AFRO-0185,"5,7-Dimethoxycoumarin (Citropten)",Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,10766,COc1cc(OC)c2oc(=O)ccc2c1,UQUJRRZSWGUHRN-UHFFFAOYSA-N,C11H10O4,206.197,1.8102,0,4,48.67,2,0,Pass,"Antidiabetic, aldose reductase inhibitor, antioxidant",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Coumarin,Phenylpropanoid,Bioactive Compounds in Health and Disease,Coumarin derivative isolated from C. papaya leaves.,Verified,0.1818181818181818,2,2,15,55.58800000000002,0.7029061202023811,Pass,1,Fail
AFRO-0186,Loliolide,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,101880,CC1(C)CC2=CC(=O)OC2(C)C(O)C1,GGJGATJJLBTVJC-UHFFFAOYSA-N,C11H16O3,196.246,1.4092,1,3,46.53,0,0,Pass,"Antidiabetic, antioxidant, glucose regulation","α-Glucosidase, Insulin pathway",10.31989/bchd.v6i6.1108,2023,Monoterpenoid Lactone,Terpenoid,Bioactive Compounds in Health and Disease,Bioactive monoterpenoid lactone identified in papaya leaves.,Verified,0.7272727272727273,2,0,14,51.60180000000003,0.5957351293152291,Pass,1,Fail
AFRO-0187,Linoleic Acid,Carica papaya L.,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,5280450,CCCCCC/C=C\C/C=C\CCCCCCCC(=O)O,BFXHARLBAGKNRH-NQLNTKRDSA-N,C18H32O2,294.4789999999999,6.274600000000007,1,1,37.3,15,1,Pass,"Antidiabetic seed constituent, lipid regulator","α-Amylase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Polyunsaturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Essential polyunsaturated fatty acid in C. papaya seed oil.,Verified,0.7368421052631579,0,0,21,91.61080000000007,0.2851110815777891,Fail,1,Fail
AFRO-0188,Stearic Acid,Carica papaya L.,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,5281,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,284.4839999999999,6.332500000000007,1,1,37.3,16,1,Pass,Antidiabetic seed constituent,"α-Amylase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Saturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Saturated fatty acid identified in seed extract GC-MS.,Verified,0.9444444444444444,0,0,20,87.18180000000008,0.3360419785922725,Fail,1,Fail
AFRO-0189,alpha-Tocopherol (Vitamin E),Carica papaya L.,Papaya,Caricaceae,Seed / Leaf,Nigeria; Globally,14985,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GVJHHUAWPYXKBD-UHFFFAOYSA-N,C29H50O2,430.7170000000002,8.840260000000002,1,2,29.46,12,1,Pass,"Antioxidant, protective against diabetic lipid peroxidation","Free radicals, lipid peroxidation",10.31989/bchd.v6i6.1108,2023,Tocopherol,Lipid,Bioactive Compounds in Health and Disease,Lipid-soluble antioxidant in C. papaya seed oil.,Verified,0.7931034482758621,2,1,31,134.3908,0.3586439444789778,Fail,2,Fail
AFRO-0190,Cryptoxanthin (beta-Cryptoxanthin),Carica papaya L.,Papaya,Caricaceae,Fruit / Leaf / Seed,Nigeria; Globally,5281235,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CCC1,DMASLKHVQRHNES-QQGJMDNJSA-N,C40H56O,552.8870000000003,11.57659999999998,1,1,20.23,10,2,Fail,"Antioxidant, protection against T2DM oxidative damage",Free radical scavenging,10.31989/bchd.v6i6.1108,2023,Xanthophyll Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Pro-vitamin A xanthophyll in C. papaya fruit and leaves.,Verified,0.45,2,0,41,182.7817999999994,0.2671977258684227,Pass,3,Fail
AFRO-0192,Methyl gallate,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,7428,COC(=O)c1cc(O)c(O)c(O)c1,FBSFWRHWHYMIOG-UHFFFAOYSA-N,C8H8O5,184.147,0.5899999999999996,3,5,86.99000000000001,1,0,Pass,"Antioxidant, antidiabetic, radical scavenger","Free radicals, α-glucosidase",10.31989/bchd.v6i6.1108,2023,Phenolic Acid Ester,Phenolic Compound,Bioactive Compounds in Health and Disease,Phenolic ester identified in C. papaya leaves.,Verified,0.125,1,1,13,42.77590000000002,0.4388711477830505,Pass,1,Fail
AFRO-0193,Orientin 7-O-rhamnoside,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,131751336,CC1OC(Oc2cc(O)c3c(c2)C(O)C(O)C(c2ccc(O)c(O)c2)O3)C(O)C(O)C1O,JEAWSKMOERQWCU-UHFFFAOYSA-N,C27H30O15,452.4120000000001,-0.4623000000000004,8,11,189.53,3,2,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavone C-Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,C-glycosyl flavonoid derivative present in papaya leaves.,Verified,0.4285714285714285,4,2,32,105.1974000000001,0.28126151876089,Fail,1,Fail
AFRO-0194,Rutin (Quercetin 3-O-rutinoside),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.5210000000006,-1.6871,10,16,269.4299999999999,6,3,Fail,"Antidiabetic, pancreatic β-cell rejuvenation, antioxidant","Pancreatic β-cells, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Major flavonol glycoside in leaves; stimulates insulin secretion and rejuvenates β-cells.,Verified,0.4444444444444444,5,3,43,140.1960000000002,0.1395178432216246,Fail,3,Fail
AFRO-0195,Myricetin 3-rhamnoside (Myricitrin),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5281673,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,DCYOADKBABEMIQ-UHFFFAOYSA-N,C21H20O12,464.3790000000001,0.1943000000000003,8,12,210.51,3,2,Fail,"Antidiabetic, antioxidant, aldose reductase inhibitor","Aldose Reductase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Myricetin glycoside identified in leaf extracts.,Verified,0.2857142857142857,4,3,33,109.2274,0.24425467408199,Fail,0,Pass
AFRO-0196,Nicotiflorin (Kaempferol 3-O-rutinoside),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318767,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,RTATXGUCZHCSNG-UHFFFAOYSA-N,C27H30O15,594.5220000000005,-1.3927,9,15,249.2,6,3,Fail,"Antidiabetic, α-glucosidase inhibitor, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Kaempferol rutinoside constituent of leaves.,Verified,0.4444444444444444,5,3,42,138.5312000000002,0.1592907073840895,Fail,3,Fail
AFRO-0197,Clitorin (Kaempferol 3-O-rutinoside-7-O-rhamnoside derivative),Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,11813834,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,PEFASEPMJYRQBW-UHFFFAOYSA-N,C33H40O19,740.6640000000008,-2.891999999999997,11,19,308.12,8,3,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Multiglycosylated kaempferol derivative in papaya leaves.,Verified,0.5454545454545454,6,3,52,169.8497999999998,0.110405422150913,Fail,3,Fail
AFRO-0199,Choline,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,305,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C5H14NO+,104.173,-0.3150999999999999,1,1,20.23,2,0,Pass,"Lipotropic, antidiabetic nutrient, hepatic protective","Lipid metabolism, liver insulin signaling",10.31989/bchd.v6i6.1108,2023,Quaternary Ammonium Compound,Nitrogenous Compound,Bioactive Compounds in Health and Disease,Essential lipotropic amine present in leaf extract.,Verified,1.0,0,0,7,29.98519999999998,0.4761839314892425,Pass,3,Fail
AFRO-0200,p-Coumaric acid,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,637542,O=C(O)/C=C/c1ccc(O)cc1,NGSWKAQJJWESNS-ZZXKWVIFSA-N,C9H8O3,164.16,1.49,2,2,57.53,2,0,Pass,"Antidiabetic, glucose uptake enhancer, antioxidant","GLUT4 translocation, α-glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Phenolic acid constituent in leaves.,Verified,0.0,1,1,12,44.77660000000001,0.65083387330713,Pass,1,Fail
AFRO-0201,Caffeic acid,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,689043,O=C(O)/C=C/c1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,C9H8O4,180.159,1.1956,3,3,77.76,2,0,Pass,"Antidiabetic, hepatic glucose output inhibitor, antioxidant","Glucose-6-phosphatase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Potent dietary phenolic acid in papaya leaf extract.,Verified,0.0,1,1,13,46.44140000000001,0.4716213331416678,Pass,1,Fail
AFRO-0202,Chlorogenic acid,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,1794427,O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(O)C(O)CC1(O)C(=O)O,CSJDRVFLXVZYSA-DUXPYHPUSA-N,C16H18O9,354.311,-0.6459000000000001,6,8,164.75,4,1,Pass,"Antidiabetic, glucose-6-phosphatase inhibitor, α-glucosidase inhibitor","Glucose-6-Phosphatase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Caffeoylquinic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Key hydroxycinnamic acid ester in C. papaya leaves.,Verified,0.375,2,1,25,82.5188,0.2340852797608433,Fail,1,Fail
AFRO-0203,Protocatechuic acid,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,72,O=C(O)c1ccc(O)c(O)c1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,C7H6O4,154.121,0.7959999999999998,3,3,77.76,1,0,Pass,"Antidiabetic, insulin-mimetic, antioxidant","Insulin receptor, free radicals",10.31989/bchd.v6i6.1108,2023,Dihydroxybenzoic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Dihydroxybenzoic acid in leaves; exhibits insulin-like metabolic actions.,Verified,0.0,1,1,11,36.7309,0.5224912248827285,Pass,3,Fail
AFRO-0204,trans-Ferulic acid,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,445858,COc1cc(/C=C/C(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,194.186,1.4986,2,3,66.76,3,0,Pass,"Antidiabetic, blood glucose lowering, antioxidant","Pancreatic β-cells, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Ferulic acid isomer present in C. papaya leaf extract.,Verified,0.1,1,1,14,51.32860000000002,0.715320210715463,Pass,1,Fail
AFRO-0205,Lycopene,Carica papaya L.,Papaya,Caricaceae,Leaf / Fruit,Nigeria; Globally,5280489,CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC(C)=CC=CC(C)=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,OQMMWUQCGANEST-UHFFFAOYSA-N,C40H56,647.0879999999999,15.83479999999996,0,0,0.0,21,2,Fail,"Antioxidant, protective against diabetic complications","Free radicals, ROS",10.31989/bchd.v6i6.1108,2023,Acyclic Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Carotenoid antioxidant present in papaya pulp and leaves.,Verified,0.4166666666666667,0,0,48,222.4139999999991,0.0859621710584054,Fail,3,Fail
AFRO-0206,Zeaxanthin,Carica papaya L.,Papaya,Caricaceae,Leaf / Fruit,Nigeria; Globally,5280899,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(O)CC(C)(C)CC2)C(C)(C)CC(O)C1,UEYVOKZPWATDOG-XZLQINKOSA-N,C40H56O2,554.8590000000004,11.07219999999999,2,2,40.46,10,2,Fail,"Antioxidant, protection against diabetic retinopathy","Retinal oxidative stress, ROS",10.31989/bchd.v6i6.1108,2023,Xanthophyll Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Oxygenated carotenoid in fruit and leaves.,Verified,0.4358974358974359,2,0,41,179.7365999999995,0.2636494198564786,Pass,3,Fail
AFRO-0207,beta-Carotene,Carica papaya L.,Papaya,Caricaceae,Leaf / Seed / Fruit,Nigeria; Globally,5280489,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,C40H56,536.8880000000004,12.60579999999998,0,0,0.0,10,2,Fail,"Antioxidant, glucose regulation, pro-vitamin A","Oxidative stress, lipid peroxidation",10.31989/bchd.v6i6.1108,2023,Pro-vitamin A Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Major hydrocarbon carotenoid across C. papaya tissues.,Verified,0.45,2,0,40,181.3919999999994,0.2435127020219794,Pass,3,Fail
AFRO-0208,Phytol,Carica papaya L.,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280435,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,BOTWFXYSPFMFNR-UHFFFAOYSA-N,C20H40O,296.539,6.364100000000008,1,1,20.23,13,1,Pass,"Antidiabetic, aldose reductase inhibitor, antioxidant",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Diterpene Alcohol,Terpenoid,Bioactive Compounds in Health and Disease,Diterpene constituent of leaves with aldose reductase inhibition.,Verified,0.9,0,0,21,95.56180000000008,0.3917560713370458,Fail,1,Fail
AFRO-0210,Benzyl isothiocyanate,Carica papaya L.,Papaya,Caricaceae,Seed / Root / Leaf,Nigeria; Globally,2346,S=C=NCc1ccccc1,MDKCFLQDBWCQCV-UHFFFAOYSA-N,C8H7NS,149.218,2.289400000000001,0,2,12.36,2,0,Pass,"Antidiabetic, insulin sensitizing, anti-inflammatory","Insulin receptor, NF-kB",10.31989/bchd.v6i6.1108,2023,Isothiocyanate,Organosulfur Compound,Bioactive Compounds in Health and Disease,Bioactive breakdown product of benzylglucosinolate in seeds/roots.,Verified,0.125,1,1,10,45.17200000000002,0.4639437938300225,Pass,2,Fail
AFRO-0211,beta-Sitosterol,Carica papaya L.,Papaya,Caricaceae,Seed / Stem bark,Nigeria; Globally,222284,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,KZJWDPNRJALLNS-UHFFFAOYSA-N,C29H50O,414.7180000000002,8.02480000000001,1,1,20.23,6,1,Pass,"Antidiabetic, hypolipidemic, insulin release promoter","Pancreatic β-cells, lipid profile",10.31989/bchd.v6i6.1108,2023,Phytosterol,Steroid,Bioactive Compounds in Health and Disease,Plant sterol found in seeds and stem bark with blood glucose lowering activity.,Verified,0.9310344827586207,4,0,30,128.2168000000001,0.436095641737511,Pass,1,Fail
AFRO-0212,Palmitic acid (Hexadecanoic acid),Carica papaya L.,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.4299999999999,5.552300000000005,1,1,37.3,14,1,Pass,"Antidiabetic seed constituent, α-glucosidase inhibitor","α-Glucosidase, α-Amylase",10.31989/bchd.v6i6.1108,2023,Saturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Abundant saturated fatty acid in papaya seed oil.,Verified,0.9375,0,0,18,77.94780000000007,0.4134897831112085,Fail,1,Fail
AFRO-0213,Palmitic acid,Carica papaya L.,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.4299999999999,5.552300000000005,1,1,37.3,14,1,Pass,Antidiabetic seed fatty acid constituent,Carbohydrate metabolism,10.31989/dsn.v1i9.991,2022,Saturated Fatty Acid,Lipid,Dietary Supplements and Nutraceuticals,Fatty acid component of seeds and juice with antidiabetic potential.,Verified,0.9375,0,0,18,77.94780000000007,0.4134897831112085,Fail,1,Fail
AFRO-0214,Ascorbic acid (Vitamin C),Carica papaya L.,Papaya,Caricaceae,Fruit / Leaf,Nigeria; Globally,54670067,O=C1OC(C(O)CO)C(O)=C1O,CIWBSHSKHKDKBQ-UHFFFAOYSA-N,C6H8O6,176.124,-1.4074,4,6,107.22,2,0,Pass,"Antioxidant, protective against diabetic oxidative stress","Free radicals, ROS",10.31989/dsn.v1i9.991,2022,Water-soluble Vitamin,Vitamin,Dietary Supplements and Nutraceuticals,Antioxidant vitamin mitigating free radical damage associated with diabetes.,Verified,0.5,1,0,12,35.25619999999999,0.3850054008235984,Pass,3,Fail
AFRO-0215,Tocopherol (Vitamin E),Carica papaya L.,Papaya,Caricaceae,Leaf / Seed,Nigeria; Globally,14985,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GVJHHUAWPYXKBD-UHFFFAOYSA-N,C29H50O2,430.7170000000002,8.840260000000002,1,2,29.46,12,1,Pass,"Antioxidant, inhibits diabetic lipid peroxidation","Lipid peroxidation, ROS",10.31989/dsn.v1i9.991,2022,Tocopherol,Lipid,Dietary Supplements and Nutraceuticals,Antioxidant vitamin protecting cellular membranes in diabetes.,Verified,0.7931034482758621,2,1,31,134.3908,0.3586439444789778,Fail,2,Fail
