Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,Source_DOI_or_URL,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0179,Apigenin,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280443,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C15H10O5,270.24,2.5768,3,5,90.9,1,0,Pass,"α-Amylase and α-Glucosidase inhibition, antidiabetic, antioxidant","Human Pancreatic α-Amylase, α-Glucosidase",10.1016/j.fbio.2023.102861,2023,Flavonoid (Flavone),Flavonoid,Food Bioscience,In silico docking showed strong binding energy (-9.3 to -7.7 kcal/mol).,Verified,0.0,3,3,20,72.9144,0.631833,Pass,0,Pass
AFRO-0180,Dehydrocarpaine I,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,101306351,CCCC=CC(=O)OC1CCCCCCOC(=O)CC2C(C)CCCC2OC2CCCC(C)C2C1,LMAUYGQIGIDCCR-UHFFFAOYSA-N,C30H50O5,490.725,7.1682,0,5,61.83,4,1,Pass,"Antidiabetic, hypoglycemic",Pancreatic β-cells,10.31989/bchd.v6i6.1108,2023,Piperidine Alkaloid,Alkaloid,Bioactive Compounds in Health and Disease,Alkaloid derivative in papaya leaf associated with glucose-lowering activity.,Verified,0.866667,3,0,35,138.877,0.30874,Pass,3,Fail
AFRO-0181,Rutin (Quercetin-3-O-rutinoside),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.521,-1.6871,10,16,269.43,6,3,Fail,"Pancreatic β-cell rejuvenation, antioxidant, antidiabetic","Pancreatic β-cells, Aldose Reductase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Abundant flavonoid glycoside in leaves; rejuvenates pancreatic beta cells.,Verified,0.444444,5,3,43,140.196,0.139518,Fail,3,Fail
AFRO-0182,Clitorin (Kaempferol 3-O-neohesperidoside),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5483200,CC1OC(OC2OCC(O)C(O)C2Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,DRASKKGWMIMUSD-UHFFFAOYSA-N,C26H28O14,564.496,-0.7536,8,14,228.97,5,3,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Flavonoid constituent identified in C. papaya leaf.,Verified,0.423077,5,3,40,132.5244,0.190644,Fail,3,Fail
AFRO-0183,D-Mannitol,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,6251,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N,C6H14O6,182.172,-3.5854,6,6,121.38,5,1,Pass,"Aldose Reductase inhibitor, antidiabetic potential",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Sugar Alcohol (Polyol),Carbohydrate,Bioactive Compounds in Health and Disease,Identified in leaf extract; targets polyol pathway enzymes.,Verified,1.0,0,0,12,38.1988,0.261263,Pass,3,Fail
AFRO-0184,Kaempferol 3-O-rutinoside,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318767,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,RTATXGUCZHCSNG-UHFFFAOYSA-N,C27H30O15,594.522,-1.3927,9,15,249.2,6,3,Fail,"Antidiabetic, antioxidant, α-glucosidase inhibitor","α-Glucosidase, Pancreatic β-cells",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Kaempferol glycoside identified in C. papaya leaf extract.,Verified,0.444444,5,3,42,138.5312,0.159291,Fail,3,Fail
AFRO-0185,Isoquercetin (Quercetin 3-O-glucoside),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280804,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,OVSQVDMCBVZWGM-UHFFFAOYSA-N,C21H20O12,464.379,-0.5389,8,12,210.51,4,2,Fail,"Antidiabetic, aldose reductase inhibitor, antioxidant","Aldose Reductase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Quercetin glucoside in leaves; displays potent radical scavenging and antidiabetic potential.,Verified,0.285714,4,3,33,108.9744,0.228875,Fail,1,Fail
AFRO-0186,Luteolin 7-O-galactoside,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280637,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,PEFNSGRTCBGNAN-UHFFFAOYSA-N,C21H20O11,448.38,-0.2445,7,11,190.28,4,2,Fail,"Antidiabetic, antioxidant, α-glucosidase inhibitor",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Flavone glycoside present in C. papaya leaves.,Verified,0.285714,4,3,32,107.3096,0.260645,Fail,0,Pass
AFRO-0187,Isorhamnetin 3-O-beta-D-glucopyranoside,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318645,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,CQLRUIIRRZYHHS-UHFFFAOYSA-N,C22H22O12,478.406,-0.2359,7,12,199.51,5,2,Fail,"Antidiabetic, antioxidant, insulin sensitizer","Glucose uptake, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Isorhamnetin derivative in C. papaya leaves.,Verified,0.318182,4,3,34,113.8616,0.254313,Fail,0,Pass
AFRO-0188,"5,7-Dimethoxycoumarin (Citropten)",Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,10766,COc1cc(OC)c2oc(=O)ccc2c1,UQUJRRZSWGUHRN-UHFFFAOYSA-N,C11H10O4,206.197,1.8102,0,4,48.67,2,0,Pass,"Antidiabetic, aldose reductase inhibitor, antioxidant",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Coumarin,Phenylpropanoid,Bioactive Compounds in Health and Disease,Coumarin derivative isolated from C. papaya leaves.,Verified,0.181818,2,2,15,55.588,0.702906,Pass,1,Fail
AFRO-0189,Loliolide,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,101880,CC1(C)CC2=CC(=O)OC2(C)C(O)C1,GGJGATJJLBTVJC-UHFFFAOYSA-N,C11H16O3,196.246,1.4092,1,3,46.53,0,0,Pass,"Antidiabetic, antioxidant, glucose regulation","α-Glucosidase, Insulin pathway",10.31989/bchd.v6i6.1108,2023,Monoterpenoid Lactone,Terpenoid,Bioactive Compounds in Health and Disease,Bioactive monoterpenoid lactone identified in papaya leaves.,Verified,0.727273,2,0,14,51.6018,0.595735,Pass,1,Fail
AFRO-0190,Linoleic Acid,Carica papaya,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,5280450,CCCCCC/C=C\C/C=C\CCCCCCCC(=O)O,BFXHARLBAGKNRH-NQLNTKRDSA-N,C19H34O2,294.479,6.2746,1,1,37.3,15,1,Pass,"Antidiabetic seed constituent, lipid regulator","α-Amylase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Polyunsaturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Essential polyunsaturated fatty acid in C. papaya seed oil.,Verified,0.736842,0,0,21,91.6108,0.285111,Fail,1,Fail
AFRO-0191,Stearic Acid,Carica papaya,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,5281,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,284.484,6.3325,1,1,37.3,16,1,Pass,Antidiabetic seed constituent,"α-Amylase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Saturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Saturated fatty acid identified in seed extract GC-MS.,Verified,0.944444,0,0,20,87.1818,0.336042,Fail,1,Fail
AFRO-0192,alpha-Tocopherol (Vitamin E),Carica papaya,Papaya,Caricaceae,Seed / Leaf,Nigeria; Globally,14985,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GVJHHUAWPYXKBD-UHFFFAOYSA-N,C29H50O2,430.717,8.8403,1,2,29.46,12,1,Pass,"Antioxidant, protective against diabetic lipid peroxidation","Free radicals, lipid peroxidation",10.31989/bchd.v6i6.1108,2023,Tocopherol,Lipid,Bioactive Compounds in Health and Disease,Lipid-soluble antioxidant in C. papaya seed oil.,Verified,0.793103,2,1,31,134.3908,0.358644,Fail,2,Fail
AFRO-0193,Cryptoxanthin (beta-Cryptoxanthin),Carica papaya,Papaya,Caricaceae,Fruit / Leaf / Seed,Nigeria; Globally,5281235,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CCC1,DMASLKHVQRHNES-QQGJMDNJSA-N,C40H56O,552.887,11.5766,1,1,20.23,10,2,Fail,"Antioxidant, protection against T2DM oxidative damage",Free radical scavenging,10.31989/bchd.v6i6.1108,2023,Xanthophyll Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Pro-vitamin A xanthophyll in C. papaya fruit and leaves.,Verified,0.45,2,0,41,182.7818,0.267198,Pass,3,Fail
AFRO-0194,Methyl gallate,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,7428,COC(=O)c1cc(O)c(O)c(O)c1,FBSFWRHWHYMIOG-UHFFFAOYSA-N,C8H8O5,184.147,0.59,3,5,86.99,1,0,Pass,"Antioxidant, antidiabetic, radical scavenger","Free radicals, α-glucosidase",10.31989/bchd.v6i6.1108,2023,Phenolic Acid Ester,Phenolic Compound,Bioactive Compounds in Health and Disease,Phenolic ester identified in C. papaya leaves.,Verified,0.125,1,1,13,42.7759,0.438871,Pass,1,Fail
AFRO-0195,Orientin 7-O-rhamnoside,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,131751336,CC1OC(Oc2cc(O)c3c(c2)C(O)C(O)C(c2ccc(O)c(O)c2)O3)C(O)C(O)C1O,JEAWSKMOERQWCU-UHFFFAOYSA-N,C21H24O11,452.412,-0.4623,8,11,189.53,3,2,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavone C-Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,C-glycosyl flavonoid derivative present in papaya leaves.,Verified,0.428571,4,2,32,105.1974,0.281262,Fail,1,Fail
AFRO-0196,Rutin (Quercetin 3-O-rutinoside),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.521,-1.6871,10,16,269.43,6,3,Fail,"Antidiabetic, pancreatic β-cell rejuvenation, antioxidant","Pancreatic β-cells, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Major flavonol glycoside in leaves; stimulates insulin secretion and rejuvenates β-cells.,Verified,0.444444,5,3,43,140.196,0.139518,Fail,3,Fail
AFRO-0197,Myricetin 3-rhamnoside (Myricitrin),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5281673,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,DCYOADKBABEMIQ-UHFFFAOYSA-N,C21H20O12,464.379,0.1943,8,12,210.51,3,2,Fail,"Antidiabetic, antioxidant, aldose reductase inhibitor","Aldose Reductase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Myricetin glycoside identified in leaf extracts.,Verified,0.285714,4,3,33,109.2274,0.244255,Fail,0,Pass
AFRO-0198,Nicotiflorin (Kaempferol 3-O-rutinoside),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5318767,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,RTATXGUCZHCSNG-UHFFFAOYSA-N,C27H30O15,594.522,-1.3927,9,15,249.2,6,3,Fail,"Antidiabetic, α-glucosidase inhibitor, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Kaempferol rutinoside constituent of leaves.,Verified,0.444444,5,3,42,138.5312,0.159291,Fail,3,Fail
AFRO-0199,Clitorin (Kaempferol 3-O-rutinoside-7-O-rhamnoside derivative),Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,11813834,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,PEFASEPMJYRQBW-UHFFFAOYSA-N,C33H40O19,740.664,-2.892,11,19,308.12,8,3,Fail,"Antidiabetic, antioxidant",α-Glucosidase,10.31989/bchd.v6i6.1108,2023,Flavonoid Glycoside,Flavonoid,Bioactive Compounds in Health and Disease,Multiglycosylated kaempferol derivative in papaya leaves.,Verified,0.545455,6,3,52,169.8498,0.110405,Fail,3,Fail
AFRO-0200,Choline,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,305,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C5H14NO+,104.173,-0.3151,1,1,20.23,2,0,Pass,"Lipotropic, antidiabetic nutrient, hepatic protective","Lipid metabolism, liver insulin signaling",10.31989/bchd.v6i6.1108,2023,Quaternary Ammonium Compound,Nitrogenous Compound,Bioactive Compounds in Health and Disease,Essential lipotropic amine present in leaf extract.,Verified,1.0,0,0,7,29.9852,0.476184,Pass,3,Fail
AFRO-0201,p-Coumaric Acid,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,637542,O=C(O)/C=C/c1ccc(O)cc1,NGSWKAQJJWESNS-ZZXKWVIFSA-N,C9H8O3,164.16,1.49,2,2,57.53,2,0,Pass,"Antidiabetic, glucose uptake enhancer, antioxidant","GLUT4 translocation, α-glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Phenolic acid constituent in leaves.,Verified,0.0,1,1,12,44.7766,0.650834,Pass,1,Fail
AFRO-0202,Caffeic Acid,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,689043,O=C(O)/C=C/c1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,C9H8O4,180.159,1.1956,3,3,77.76,2,0,Pass,"Antidiabetic, hepatic glucose output inhibitor, antioxidant","Glucose-6-phosphatase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Potent dietary phenolic acid in papaya leaf extract.,Verified,0.0,1,1,13,46.4414,0.471621,Pass,1,Fail
AFRO-0203,Chlorogenic Acid,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,1794427,O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(O)C(O)CC1(O)C(=O)O,CSJDRVFLXVZYSA-DUXPYHPUSA-N,C16H18O9,354.311,-0.6459,6,8,164.75,4,1,Pass,"Antidiabetic, glucose-6-phosphatase inhibitor, α-glucosidase inhibitor","Glucose-6-Phosphatase, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Caffeoylquinic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Key hydroxycinnamic acid ester in C. papaya leaves.,Verified,0.375,2,1,25,82.5188,0.234085,Fail,1,Fail
AFRO-0204,Protocatechuic Acid,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,72,O=C(O)c1ccc(O)c(O)c1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,C7H6O4,154.121,0.796,3,3,77.76,1,0,Pass,"Antidiabetic, insulin-mimetic, antioxidant","Insulin receptor, free radicals",10.31989/bchd.v6i6.1108,2023,Dihydroxybenzoic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Dihydroxybenzoic acid in leaves; exhibits insulin-like metabolic actions.,Verified,0.0,1,1,11,36.7309,0.522491,Pass,3,Fail
AFRO-0205,Ferulic Acid,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,445858,COc1cc(/C=C/C(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,194.186,1.4986,2,3,66.76,3,0,Pass,"Antidiabetic, blood glucose lowering, antioxidant","Pancreatic β-cells, α-Glucosidase",10.31989/bchd.v6i6.1108,2023,Hydroxycinnamic Acid,Phenolic Compound,Bioactive Compounds in Health and Disease,Ferulic acid isomer present in C. papaya leaf extract.,Verified,0.1,1,1,14,51.3286,0.71532,Pass,1,Fail
AFRO-0206,Lycopene,Carica papaya,Papaya,Caricaceae,Leaf / Fruit,Nigeria; Globally,446925,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-UHFFFAOYSA-N,C40H56,536.888,12.938,0,0,0.0,16,2,Fail,"Antioxidant, protective against diabetic complications","Free radicals, ROS",10.31989/bchd.v6i6.1108,2023,Acyclic Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Carotenoid antioxidant present in papaya pulp and leaves.,Verified,0.35,0,0,40,185.572,0.135851,Fail,3,Fail
AFRO-0207,Zeaxanthin,Carica papaya,Papaya,Caricaceae,Leaf / Fruit,Nigeria; Globally,5280899,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(O)CC(C)(C)CC2)C(C)(C)CC(O)C1,UEYVOKZPWATDOG-XZLQINKOSA-N,C39H54O2,554.859,11.0722,2,2,40.46,10,2,Fail,"Antioxidant, protection against diabetic retinopathy","Retinal oxidative stress, ROS",10.31989/bchd.v6i6.1108,2023,Xanthophyll Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Oxygenated carotenoid in fruit and leaves.,Verified,0.435897,2,0,41,179.7366,0.263649,Pass,3,Fail
AFRO-0208,beta-Carotene,Carica papaya,Papaya,Caricaceae,Leaf / Seed / Fruit,Nigeria; Globally,5280489,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,C40H56,536.888,12.6058,0,0,0.0,10,2,Fail,"Antioxidant, glucose regulation, pro-vitamin A","Oxidative stress, lipid peroxidation",10.31989/bchd.v6i6.1108,2023,Pro-vitamin A Carotenoid,Lipid,Bioactive Compounds in Health and Disease,Major hydrocarbon carotenoid across C. papaya tissues.,Verified,0.45,2,0,40,181.392,0.243513,Pass,3,Fail
AFRO-0209,Phytol,Carica papaya,Papaya,Caricaceae,Leaf,Nigeria; Globally,5280435,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,BOTWFXYSPFMFNR-UHFFFAOYSA-N,C20H40O,296.539,6.3641,1,1,20.23,13,1,Pass,"Antidiabetic, aldose reductase inhibitor, antioxidant",Aldose Reductase,10.31989/bchd.v6i6.1108,2023,Diterpene Alcohol,Terpenoid,Bioactive Compounds in Health and Disease,Diterpene constituent of leaves with aldose reductase inhibition.,Verified,0.9,0,0,21,95.5618,0.391756,Fail,1,Fail
AFRO-0210,Benzyl isothiocyanate,Carica papaya,Papaya,Caricaceae,Seed / Root / Leaf,Nigeria; Globally,2346,S=C=NCc1ccccc1,MDKCFLQDBWCQCV-UHFFFAOYSA-N,C8H7NS,149.218,2.2894,0,2,12.36,2,0,Pass,"Antidiabetic, insulin sensitizing, anti-inflammatory","Insulin receptor, NF-kB",10.31989/bchd.v6i6.1108,2023,Isothiocyanate,Organosulfur Compound,Bioactive Compounds in Health and Disease,Bioactive breakdown product of benzylglucosinolate in seeds/roots.,Verified,0.125,1,1,10,45.172,0.463944,Pass,2,Fail
AFRO-0211,Beta-Sitosterol,Carica papaya,Papaya,Caricaceae,Seed / Stem bark,Nigeria; Globally,222284,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,KZJWDPNRJALLNS-UHFFFAOYSA-N,C29H50O,414.718,8.0248,1,1,20.23,6,1,Pass,"Antidiabetic, hypolipidemic, insulin release promoter","Pancreatic β-cells, lipid profile",10.31989/bchd.v6i6.1108,2023,Phytosterol,Steroid,Bioactive Compounds in Health and Disease,Plant sterol found in seeds and stem bark with blood glucose lowering activity.,Verified,0.931034,4,0,30,128.2168,0.436096,Pass,1,Fail
AFRO-0212,Palmitic acid (Hexadecanoic acid),Carica papaya,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.43,5.5523,1,1,37.3,14,1,Pass,"Antidiabetic seed constituent, α-glucosidase inhibitor","α-Glucosidase, α-Amylase",10.31989/bchd.v6i6.1108,2023,Saturated Fatty Acid,Lipid,Bioactive Compounds in Health and Disease,Abundant saturated fatty acid in papaya seed oil.,Verified,0.9375,0,0,18,77.9478,0.41349,Fail,1,Fail
AFRO-0213,Palmitic acid,Carica papaya,Papaya,Caricaceae,Seed / Juice,Nigeria; Globally,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.43,5.5523,1,1,37.3,14,1,Pass,Antidiabetic seed fatty acid constituent,Carbohydrate metabolism,10.31989/dsn.v1i9.991,2022,Saturated Fatty Acid,Lipid,Dietary Supplements and Nutraceuticals,Fatty acid component of seeds and juice with antidiabetic potential.,Verified,0.9375,0,0,18,77.9478,0.41349,Fail,1,Fail
AFRO-0214,Ascorbic acid (Vitamin C),Carica papaya,Papaya,Caricaceae,Fruit / Leaf,Nigeria; Globally,54670067,O=C1OC(C(O)CO)C(O)=C1O,CIWBSHSKHKDKBQ-UHFFFAOYSA-N,C6H8O6,176.124,-1.4074,4,6,107.22,2,0,Pass,"Antioxidant, protective against diabetic oxidative stress","Free radicals, ROS",10.31989/dsn.v1i9.991,2022,Water-soluble Vitamin,Vitamin,Dietary Supplements and Nutraceuticals,Antioxidant vitamin mitigating free radical damage associated with diabetes.,Verified,0.5,1,0,12,35.2562,0.385005,Pass,3,Fail
AFRO-0215,Tocopherol (Vitamin E),Carica papaya,Papaya,Caricaceae,Leaf / Seed,Nigeria; Globally,14985,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,GVJHHUAWPYXKBD-UHFFFAOYSA-N,C29H50O2,430.717,8.8403,1,2,29.46,12,1,Pass,"Antioxidant, inhibits diabetic lipid peroxidation","Lipid peroxidation, ROS",10.31989/dsn.v1i9.991,2022,Tocopherol,Lipid,Dietary Supplements and Nutraceuticals,Antioxidant vitamin protecting cellular membranes in diabetes.,Verified,0.793103,2,1,31,134.3908,0.358644,Fail,2,Fail
AFRO-0216,Oleic acid,Carica papaya,Papaya,Caricaceae,Seeds,Nigeria; Globally,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C18H34O2,282.468,6.1085,1,1,37.3,15,1,Pass,"Antidiabetic, α-amylase & α-glucosidase inhibitor","α-Amylase, α-Glucosidase",10.1016/j.crbiot.2020.11.001,2020,Monounsaturated Fatty Acid,Lipid,Current Research in Biotechnology,Bioactive seed constituent reported in Agada et al. (2020) to inhibit α-amylase and α-glucosidase enzymes.,Verified,0.833333,0,0,20,87.0878,0.290517,Fail,1,Fail
AFRO-0217,Octadecanoic acid (Stearic acid),Carica papaya,Papaya,Caricaceae,Seeds / Unripe fruit,Nigeria; Globally,5281,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,284.484,6.3325,1,1,37.3,16,1,Pass,"Antidiabetic, carbohydrate digestive enzyme inhibitor","α-Amylase, α-Glucosidase",10.1016/j.crbiot.2020.11.001,2020,Saturated Fatty Acid,Lipid,Current Research in Biotechnology,Fatty acid component of seeds and fruit exhibiting enzyme inhibitory activity relevant to glycemic control.,Verified,0.944444,0,0,20,87.1818,0.336042,Fail,1,Fail
AFRO-0218,n-Hexadecanoic acid (Palmitic acid),Carica papaya,Papaya,Caricaceae,Seeds,Nigeria; Globally,985,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,C16H32O2,256.43,5.5523,1,1,37.3,14,1,Pass,"Antidiabetic, α-glucosidase inhibitor",α-Glucosidase,10.1016/j.crbiot.2020.11.001,2020,Saturated Fatty Acid,Lipid,Current Research in Biotechnology,Seed fatty acid constituent shown to inhibit carbohydrate digestive enzymes.,Verified,0.9375,0,0,18,77.9478,0.41349,Fail,1,Fail
AFRO-0219,"11-Octadecenoic acid, methyl ester",Carica papaya,Papaya,Caricaceae,Seeds,Nigeria; Globally,5364522,CCCCCC/C=C\CCCCCCCCCC(=O)OC,PVVODBCDJBGMJL-HJWRWDBZSA-N,C19H36O2,296.495,6.1969,0,2,26.3,15,1,Pass,Antidiabetic seed constituent,"α-Amylase, α-Glucosidase",10.1016/j.crbiot.2020.11.001,2020,Fatty Acid Methyl Ester,Lipid,Current Research in Biotechnology,Unsaturated fatty acid ester in seed extract with documented antidiabetic enzyme inhibition.,Verified,0.842105,0,0,21,91.468,0.204273,Fail,1,Fail
AFRO-0220,Quercetin,Carica papaya,Papaya,Caricaceae,Leaves / Fruit,Nigeria; Globally,5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,C15H10O7,302.238,1.988,5,7,131.36,1,0,Pass,"Hypoglycemic, antioxidant, insulin sensitizer","α-Glucosidase, GLUT4",10.1016/j.crbiot.2020.11.001,2020,Flavonol,Flavonoid,Current Research in Biotechnology,Flavonoid constituent in leaves/pulp implicated in glucose homeostasis and antidiabetic activity.,Verified,0.0,3,3,22,76.244,0.43419,Pass,0,Pass
